timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/29 01:36:20.450 PM	4	-1.045106	-0.06555767	2.525875	-0.8092853	-0.07125818	2.755258	-1.056487	-0.3085712	2.457953	-0.5893168	-0.1552828	2.73888	-0.9931655	-0.5278137	2.416571	-0.3687395	-0.1260996	2.660668	-0.9841629	-0.5734926	2.425735	-0.3317604	-0.1095682	2.651813	-0.9731266	0.193841	2.681107	-0.976805	0.05290082	2.663437	-0.9707953	-0.02157509	2.667151	-0.9496006	-0.2482142	2.670438	-0.9690463	-0.6352975	2.433345	-0.2722511	-0.06975001	2.642235	-0.9971453	-0.5911763	2.393684	-0.3174081	-0.1448129	2.6062	0.9438864	0.06165479	-0.300676	0.1219474	0.5117594	0.82898	-0.1968497	0.1102036	Tracked	Tracked
05/29 01:36:20.456 PM	5	0.3154858	0.02824473	3.003953	0.5890724	0.01450971	2.823206	0.2174543	-0.1944643	2.966267	0.6227132	-0.1675489	2.746138	0.077481	-0.1740286	2.769802	0.4372194	-0.2109364	2.618621	0.04080354	-0.1673553	2.731672	0.3476099	-0.2131742	2.572632	0.438575	0.2874065	2.90097	0.472947	0.1384048	2.913413	0.4677576	0.06537713	2.919249	0.4514331	-0.1544982	2.928053	-0.01666482	-0.1586598	2.689649	0.2865934	-0.2147469	2.549617	0.01897977	-0.1900765	2.7438	0.3141162	-0.1770683	2.614334	-0.0774179	-0.475983	0.6568379	0.5796642	-0.3390965	0.01399876	0.6293804	0.6990693	Tracked	Tracked
05/29 01:36:20.491 PM	4	-1.044932	-0.06561549	2.528159	-0.8053343	-0.06937034	2.752782	-1.056127	-0.3087317	2.459755	-0.5855181	-0.1537561	2.738217	-0.9931782	-0.5279415	2.417459	-0.3650348	-0.1258697	2.659216	-0.9836397	-0.571646	2.427578	-0.3277786	-0.1138738	2.644872	-0.9727251	0.1938193	2.681204	-0.9740583	0.0520302	2.665017	-0.9680775	-0.0222363	2.66852	-0.946777	-0.2482581	2.671033	-0.9712058	-0.634284	2.435074	-0.268822	-0.07702477	2.644152	-0.9963616	-0.5863217	2.395607	-0.3253984	-0.144615	2.618615	0.9472737	0.06909744	-0.2813081	0.1369813	0.4411923	0.7477648	-0.4018242	0.2910917	Tracked	Tracked
05/29 01:36:20.492 PM	5	0.3154168	0.02830326	3.003733	0.5891169	0.01380679	2.823205	0.2122388	-0.1911247	2.965245	0.6249673	-0.1673914	2.748821	0.08025336	-0.1750604	2.802211	0.4458885	-0.2161394	2.622014	0.01970982	-0.160175	2.734432	0.3544388	-0.2181101	2.574104	0.4383693	0.287946	2.901854	0.4730359	0.1388737	2.913683	0.4677821	0.06578135	2.919542	0.4512125	-0.1544569	2.92836	-0.005493846	-0.1307233	2.633941	0.291432	-0.216307	2.544919	-0.0195017	-0.1677923	2.713385	0.3493643	-0.1948665	2.546044	-0.09849309	-0.4845266	0.6399074	0.5882615	0.6675967	-0.4651259	-0.2527001	-0.52356	Tracked	Tracked
05/29 01:36:20.527 PM	4	-1.043997	-0.06590913	2.531325	-0.7953175	-0.06778093	2.748481	-1.055705	-0.3081018	2.463448	-0.5733596	-0.1463899	2.735106	-0.9937459	-0.5273023	2.41933	-0.349103	-0.1322851	2.664686	-0.9853685	-0.5721917	2.431476	-0.3133462	-0.1201137	2.647937	-0.9697669	0.1938585	2.681942	-0.9678075	0.05150649	2.666696	-0.962159	-0.0225839	2.670048	-0.9417504	-0.2480575	2.671875	-0.9685461	-0.6354163	2.439462	-0.2507361	-0.08780328	2.643242	-1.01218	-0.5937033	2.4105	-0.3046739	-0.150271	2.615889	0.813654	0.0002309612	-0.5594329	0.1581198	0.3803658	0.7287188	-0.4561096	0.3409618	Tracked	Tracked
05/29 01:36:20.528 PM	5	0.3148839	0.02833112	3.003103	0.5893884	0.01306343	2.82359	0.2164261	-0.1821794	2.975778	0.6274555	-0.1685139	2.754072	0.06699889	-0.1694425	2.794299	0.4517325	-0.2215308	2.629287	-0.01618808	-0.1468566	2.746104	0.3622407	-0.2302853	2.577164	0.4386531	0.2886666	2.903342	0.4728979	0.139298	2.914554	0.467604	0.06610692	2.920354	0.4507999	-0.1546416	2.929015	-0.05281625	-0.1212486	2.662441	0.2995652	-0.2311193	2.555545	-0.04663983	-0.1670181	2.727625	0.352676	-0.2114161	2.5376	0.1245055	-0.520919	0.6083977	0.5856569	0.7324413	-0.5469142	-0.07513671	-0.3984583	Tracked	Tracked
05/29 01:36:20.565 PM	4	-1.042272	-0.06612846	2.534201	-0.790259	-0.06481408	2.745275	-1.055109	-0.308741	2.467282	-0.5692366	-0.145805	2.734516	-0.994199	-0.5278999	2.421207	-0.3441975	-0.1345188	2.666502	-0.985623	-0.5726914	2.431721	-0.3382964	-0.1288499	2.661559	-0.9659861	0.1939446	2.682858	-0.9622982	0.05127798	2.66706	-0.9569196	-0.02266837	2.670445	-0.9372735	-0.2476828	2.672163	-0.9738008	-0.6365512	2.437409	-0.2833795	-0.09870406	2.645641	-1.00549	-0.5935018	2.400822	-0.2985678	-0.1496116	2.621375	0.9215743	0.0450247	-0.3594849	0.1394426	0.201733	0.8185224	-0.403494	0.355693	Tracked	Tracked
05/29 01:36:20.568 PM	5	0.3126703	0.0274547	3.002141	0.5898669	0.0130394	2.825782	0.1941241	-0.1452642	2.966723	0.6330215	-0.1683562	2.760454	0.04699166	-0.1575554	2.814137	0.4540065	-0.2243557	2.631125	-0.08278222	-0.1336906	2.699173	0.365476	-0.2361319	2.575697	0.4379953	0.2886521	2.904944	0.472657	0.1394102	2.915656	0.4673561	0.06616689	2.921258	0.4504409	-0.1549081	2.929463	-0.149594	-0.1067586	2.576925	0.308547	-0.2337169	2.553611	-0.1142131	-0.1418974	2.690286	0.3643436	-0.2107275	2.539072	-0.1314075	-0.3769071	0.6438552	0.6527814	0.7321945	-0.4876521	-0.1410959	-0.4540689	Tracked	Tracked
05/29 01:36:20.595 PM	4	-1.039867	-0.0662814	2.536961	-0.7838818	-0.06511603	2.743982	-1.05212	-0.3130861	2.470778	-0.5641053	-0.1490062	2.736546	-0.9934205	-0.5323263	2.42201	-0.3357082	-0.1540531	2.682616	-0.9865538	-0.5713142	2.432769	-0.3061701	-0.1226054	2.652521	-0.9615915	0.1945197	2.683883	-0.9567426	0.05090562	2.667969	-0.9516198	-0.02291439	2.671308	-0.9327593	-0.2475224	2.672752	-0.9718444	-0.635563	2.439991	-0.2827983	-0.1417164	2.640465	-1.011507	-0.5922429	2.408917	-0.3000761	-0.1449547	2.634333	0.8277423	-0.001375617	-0.5385437	0.1575167	0.09667895	0.7578802	-0.4378837	0.4738447	Tracked	Tracked
05/29 01:36:20.598 PM	5	0.3103254	0.02518078	3.000747	0.5901384	0.01259361	2.826026	0.1931516	-0.1448556	2.966337	0.634815	-0.169312	2.764188	-0.004180156	-0.1476951	2.785055	0.4532873	-0.2283399	2.628986	-0.09388819	-0.1357638	2.714761	0.3696893	-0.2375799	2.577922	0.4377434	0.2889791	2.906281	0.4720956	0.1407259	2.918846	0.4667858	0.06720345	2.923873	0.4498346	-0.1548091	2.930556	-0.1358956	-0.1070546	2.583929	0.3086524	-0.2384695	2.56006	-0.1311808	-0.1425295	2.704875	0.3488776	-0.2262551	2.571579	-0.08456392	-0.380709	0.6639192	0.6380603	-0.4108849	0.02739238	0.6149204	0.6725297	Tracked	Tracked
