timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/30 03:45:06.068 PM	3	-1.359478	0.2135853	2.512087	-1.07514	0.2523727	2.740807	-1.401678	-0.05003232	2.507492	-1.031117	-0.03520679	2.805483	-1.355394	-0.3187399	2.433563	-0.9459823	-0.2747255	2.750886	-1.326414	-0.3953065	2.409578	-0.9220541	-0.352154	2.720965	-1.20629	0.4876971	2.574527	-1.221285	0.3328676	2.596699	-1.219366	0.2550773	2.609117	-1.209154	0.0174063	2.637616	-1.308556	-0.4523611	2.387606	-0.9047404	-0.4073244	2.708835	-1.294871	-0.3898224	2.446	-0.9452904	-0.3427127	2.707841	0.1743253	-0.1107822	0.9583186	-0.1973914	-0.5989611	-0.2277108	0.7677147	-0.002738117	Tracked	Tracked
05/30 03:45:06.072 PM	5	0.4717568	0.1369187	2.861183	0.8109026	0.1470742	2.85531	0.4474636	-0.09174773	2.807703	0.8337178	-0.1155158	2.803266	0.5954041	-0.2764355	2.674905	0.7490453	-0.3329788	2.693964	0.651448	-0.302951	2.669072	0.7060446	-0.3146481	2.67648	0.6458548	0.4057412	2.889126	0.6462225	0.2612992	2.893143	0.6510265	0.1808045	2.897693	0.6609673	-0.06485824	2.899888	0.7146828	-0.3341266	2.642312	0.6528257	-0.396983	2.6501	0.7027145	-0.3029657	2.653129	0.656592	-0.3063867	2.637733	0.4672244	0.2487118	0.7032754	-0.4746023	-0.4455104	0.4165889	0.343327	0.7142133	Inferred	Inferred
05/30 03:45:06.087 PM	3	-1.35935	0.2134942	2.512153	-1.075056	0.252311	2.740906	-1.401666	-0.049975	2.507623	-1.031061	-0.03531029	2.805449	-1.355291	-0.3190042	2.433604	-0.9461216	-0.2746069	2.750981	-1.325279	-0.3945748	2.409117	-0.9205869	-0.3534982	2.721147	-1.206259	0.4877003	2.574554	-1.221172	0.3328075	2.596781	-1.219279	0.2550245	2.609182	-1.209121	0.01737065	2.637634	-1.308329	-0.4526669	2.382309	-0.9053813	-0.4096128	2.710759	-1.294487	-0.3895734	2.445709	-0.9308534	-0.39048	2.710334	0.2406152	-0.09870502	0.9418396	-0.2128372	-0.5097603	-0.226075	0.8293115	-0.03573366	Tracked	Tracked
05/30 03:45:06.088 PM	5	0.4715004	0.1370491	2.860967	0.8110324	0.1471695	2.855177	0.447341	-0.09235562	2.806949	0.8354539	-0.1005943	2.807519	0.5957465	-0.2765431	2.673827	0.7554194	-0.3211229	2.699632	0.6524548	-0.3024205	2.667989	0.712447	-0.3089274	2.681353	0.6458863	0.4059834	2.889173	0.6462445	0.2615254	2.892807	0.6511106	0.1810168	2.897274	0.6616697	-0.06470981	2.899224	0.7177652	-0.335604	2.643657	0.6594092	-0.3514913	2.644121	0.7039456	-0.3036912	2.646455	0.6652984	-0.2944711	2.647778	0.5371845	0.3016148	0.6466067	-0.4498457	-0.4491632	0.3250062	0.4146223	0.7216035	Inferred	Inferred
05/30 03:45:06.125 PM	3	-1.359017	0.2134749	2.512081	-1.074975	0.2522575	2.740787	-1.401289	-0.05008571	2.50748	-1.03101	-0.03536455	2.805341	-1.355197	-0.3190819	2.433346	-0.9457656	-0.2752156	2.750669	-1.324584	-0.3927265	2.410722	-0.9200535	-0.3523576	2.718665	-1.206226	0.4877232	2.574583	-1.221079	0.3327935	2.596848	-1.219209	0.2550044	2.609228	-1.209091	0.01733618	2.637634	-1.303996	-0.4553286	2.386364	-0.9077206	-0.4082434	2.707519	-1.279798	-0.410009	2.4291	-0.9426737	-0.3435527	2.6985	0.3156436	-0.07108943	0.91899	-0.2253282	0.7411752	0.2376264	-0.6261367	-0.04632255	Tracked	Tracked
05/30 03:45:06.126 PM	5	0.4713351	0.137149	2.860698	0.8109725	0.1473328	2.854237	0.4471397	-0.09154943	2.806587	0.8389171	-0.1142186	2.802445	0.5951605	-0.2760378	2.673801	0.7545608	-0.3249926	2.697587	0.652127	-0.3015167	2.666846	0.712351	-0.3091998	2.678782	0.645651	0.4060155	2.889083	0.6462219	0.2617132	2.892528	0.6510777	0.181145	2.89701	0.6617194	-0.06472244	2.899106	0.7173904	-0.3334787	2.6407	0.6576779	-0.3543716	2.640369	0.7034648	-0.3006535	2.651333	0.668916	-0.2940293	2.653182	0.4785759	0.2546153	0.6883685	-0.4819594	-0.4324602	0.3311099	0.3889431	0.7430125	Inferred	Inferred
05/30 03:45:06.162 PM	3	-1.359068	0.2134182	2.512128	-1.074959	0.2522409	2.740861	-1.401204	-0.04953521	2.507535	-1.030851	-0.03541247	2.805244	-1.354808	-0.3197515	2.433441	-0.9456113	-0.2756961	2.750644	-1.325696	-0.3960187	2.412102	-0.9219488	-0.3515021	2.720779	-1.206173	0.48779	2.574676	-1.220901	0.3328071	2.596931	-1.219058	0.2550119	2.609313	-1.209006	0.01732543	2.637703	-1.309877	-0.4549207	2.383719	-0.9036827	-0.4053088	2.708135	-1.294744	-0.371247	2.4485	-0.9442598	-0.3522	2.699435	0.311965	-0.06626213	0.9244565	-0.2089672	-0.6579207	-0.2301711	0.7168557	0.01672001	Tracked	Tracked
05/30 03:45:06.163 PM	5	0.4718939	0.1370767	2.860206	0.8108999	0.1474112	2.853915	0.4475763	-0.09072015	2.805941	0.8409992	-0.1152938	2.803707	0.5949288	-0.2760126	2.673789	0.7544208	-0.3253738	2.697504	0.6507121	-0.3010115	2.668547	0.7154735	-0.3107607	2.680618	0.6457286	0.4063034	2.889316	0.6461875	0.2620642	2.891486	0.6509792	0.1813864	2.89604	0.6616858	-0.06476565	2.898561	0.7153946	-0.3370638	2.642785	0.6614041	-0.3604589	2.64578	0.7020492	-0.3037404	2.640488	0.6636907	-0.2973764	2.642607	0.5253043	0.2996431	0.6540527	-0.4544056	-0.4517553	0.377544	0.3649233	0.721255	Inferred	Inferred
05/30 03:45:06.199 PM	3	-1.358826	0.2135324	2.512391	-1.074891	0.2521901	2.740951	-1.40111	-0.04941947	2.50756	-1.03082	-0.03550967	2.805189	-1.354649	-0.3200419	2.433676	-0.9454771	-0.2761122	2.75081	-1.324883	-0.3957766	2.410464	-0.9203789	-0.3519019	2.721804	-1.206095	0.487806	2.574669	-1.220448	0.3326575	2.596866	-1.218699	0.254885	2.609275	-1.208854	0.0172495	2.6377	-1.310932	-0.455682	2.384118	-0.9015246	-0.405494	2.708544	-1.297226	-0.3783364	2.448761	-0.9434631	-0.3610222	2.702857	0.1700532	-0.1071705	0.9584256	-0.2025257	-0.6358876	-0.2321238	0.7360471	-0.0001772647	Tracked	Tracked
05/30 03:45:06.200 PM	5	0.4717062	0.1372381	2.86009	0.8108237	0.147506	2.853482	0.447852	-0.08671707	2.806014	0.8376203	-0.1173865	2.800759	0.5312673	-0.2372292	2.69749	0.7542679	-0.3265648	2.696699	0.5858575	-0.243933	2.710621	0.7000263	-0.3158648	2.686122	0.6457105	0.406753	2.889457	0.6463314	0.2624854	2.891032	0.651158	0.1817794	2.895478	0.6622186	-0.06450235	2.89771	0.648253	-0.2997805	2.651259	0.6501562	-0.3968439	2.661107	0.6421082	-0.1703141	2.696187	0.644351	-0.2841756	2.654375	0.3859083	0.4660635	0.6405876	-0.4727655	-0.4670651	0.4554258	0.4322101	0.622601	Inferred	Tracked
