timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/29 04:16:20.993 PM	0	-1.349599	0.4643191	2.351453	-1.010215	0.46754	2.317986	-1.358053	0.2323971	2.342543	-1.005688	0.2385204	2.274184	-1.375961	-0.008500567	2.343866	-1.102179	0.05581456	2.135103	-1.37473	-0.08299719	2.334874	-1.114029	-0.01169968	2.133779	-1.168706	0.7203832	2.24905	-1.170169	0.5881395	2.309504	-1.174476	0.5073547	2.318817	-1.182715	0.2582759	2.337994	-1.370223	-0.1485219	2.323274	-1.13447	-0.06469185	2.121407	-1.397728	-0.07518531	2.3258	-1.080372	-0.03143119	2.099056	-0.5984843	-0.05296189	0.7988408	0.02940824	0.8369128	-0.07813914	0.5403306	0.03891355	Tracked	Tracked
05/29 04:16:20.997 PM	3	-0.3943103	0.06340069	2.44872	-0.09846218	0.05971052	2.400315	-0.4493394	-0.1684134	2.468255	-0.06735524	-0.1725995	2.323554	-0.2513762	-0.1391618	2.20196	-0.2645977	-0.1478925	2.178175	-0.2730213	-0.1234354	2.184714	-0.2953163	-0.1298673	2.166214	-0.2320093	0.3117671	2.450996	-0.2402674	0.1800864	2.444535	-0.2432125	0.1089617	2.448704	-0.2516644	-0.1081519	2.452065	-0.3131897	-0.1322623	2.135407	-0.3417941	-0.1408164	2.131678	-0.2359592	-0.1319956	2.186304	-0.3338231	-0.1163746	2.130125	-0.4813325	0.8031632	-0.1459232	0.3193026	-0.3593943	0.3433754	0.3618787	0.7886526	Tracked	Tracked
05/29 04:16:21.042 PM	0	-1.350829	0.4642948	2.350471	-1.010118	0.4672717	2.319733	-1.358978	0.2323143	2.340475	-1.002999	0.2368613	2.27999	-1.375761	-0.009092867	2.341472	-1.084174	0.03534809	2.143756	-1.375366	-0.08274026	2.32879	-1.091692	-0.01913473	2.140847	-1.166373	0.720778	2.250127	-1.170301	0.5881165	2.309834	-1.17469	0.5073064	2.319193	-1.1833	0.2581755	2.338523	-1.371323	-0.1493777	2.325193	-1.106034	-0.0736073	2.124532	-1.396292	-0.08591175	2.320417	-1.054073	-0.04097505	2.105222	-0.6002716	-0.06956599	0.7952455	0.04918448	0.8410383	-0.07194655	0.5359756	0.01444241	Tracked	Tracked
05/29 04:16:21.045 PM	3	-0.3946449	0.06328794	2.450049	-0.09954101	0.06016895	2.398293	-0.4490263	-0.1893633	2.439693	-0.06723503	-0.1725453	2.323685	-0.3323976	-0.2155345	2.221083	-0.2010325	-0.1422009	2.232624	-0.3291982	-0.1494025	2.156709	-0.2637769	-0.1289199	2.188313	-0.2320012	0.3117369	2.451024	-0.2402157	0.1799867	2.444455	-0.2432288	0.1088758	2.448651	-0.2520177	-0.10832	2.452048	-0.3080523	-0.1311469	2.122133	-0.3296226	-0.1233782	2.128144	-0.2815076	-0.1182952	2.1505	-0.2685631	-0.1029055	2.179934	-0.3128954	0.4770966	-0.209827	0.7940075	-0.4548996	0.1289483	0.4559391	0.754028	Tracked	Tracked
05/29 04:16:21.087 PM	0	-1.351785	0.4638298	2.34878	-1.010128	0.4667052	2.322416	-1.385993	0.2030626	2.369169	-1.002158	0.234954	2.282632	-1.380877	-0.0215576	2.345086	-1.07168	0.02493425	2.14769	-1.37699	-0.09216122	2.325553	-1.067914	-0.03850226	2.151288	-1.1641	0.7211666	2.252268	-1.170805	0.5882015	2.310239	-1.175021	0.5073506	2.319497	-1.183328	0.2581775	2.338607	-1.371585	-0.158409	2.322476	-1.074437	-0.09525365	2.139577	-1.399613	-0.1117962	2.315091	-1.028026	-0.05190543	2.113093	-0.5812989	-0.124522	0.8020673	0.05721802	0.8464316	0.04011443	0.5309206	0.008234477	Tracked	Tracked
05/29 04:16:21.089 PM	3	-0.3947363	0.06290445	2.452328	-0.1011157	0.06025877	2.396156	-0.4493084	-0.2088166	2.416676	-0.06734961	-0.1726762	2.323221	-0.2730597	-0.1750936	2.23232	-0.1985512	-0.1421338	2.234301	-0.293116	-0.1263007	2.182754	-0.2617444	-0.1288356	2.195678	-0.2320046	0.3117426	2.451024	-0.2401761	0.1798179	2.444625	-0.2432884	0.108706	2.448799	-0.2525328	-0.1085995	2.452195	-0.3178865	-0.1281726	2.140128	-0.3247184	-0.1209966	2.135957	-0.2500637	-0.1342752	2.186889	-0.2692482	-0.1032334	2.179753	-0.3959647	0.5017768	-0.0786255	0.7650165	-0.4577713	0.1866931	0.4495347	0.7439823	Tracked	Tracked
05/29 04:16:21.124 PM	0	-1.352674	0.4645822	2.347522	-1.01035	0.4662969	2.324766	-1.388566	0.2046887	2.371652	-0.9999802	0.2323452	2.285464	-1.381048	-0.02163036	2.342279	-1.050711	0.01324557	2.153899	-1.376462	-0.09453102	2.321306	-1.045994	-0.04579164	2.15482	-1.162406	0.7211478	2.253875	-1.172467	0.5883227	2.310818	-1.176246	0.5074272	2.319924	-1.183602	0.2582014	2.338692	-1.373192	-0.1658768	2.323087	-1.048511	-0.1006883	2.139724	-1.4081	-0.08529274	2.318	-1.002044	-0.06044322	2.117679	-0.5695897	-0.1315563	0.8094459	0.05529685	0.8476495	0.03792173	0.529001	-0.01450143	Tracked	Tracked
05/29 04:16:21.130 PM	3	-0.3946317	0.06310287	2.455326	-0.102336	0.05935179	2.39469	-0.4445722	-0.2051701	2.414447	-0.07547688	-0.1725445	2.31446	-0.2889156	-0.2472612	2.225386	-0.1972177	-0.1424642	2.234325	-0.3374503	-0.1434916	2.153965	-0.2597071	-0.1283383	2.198043	-0.2320222	0.3117424	2.451047	-0.240035	0.1797903	2.444643	-0.2432644	0.1086875	2.448814	-0.2528104	-0.1086835	2.452294	-0.3339348	-0.1294321	2.132612	-0.3273444	-0.1180428	2.135093	-0.3018327	-0.1147981	2.148143	-0.2782018	-0.09851188	2.181154	-0.3353455	0.3916411	0.05664011	0.8549576	-0.439817	0.1820486	0.4589461	0.7501918	Tracked	Tracked
05/29 04:16:21.155 PM	0	-1.352923	0.4655139	2.344762	-1.010407	0.4662516	2.326911	-1.389621	0.206366	2.372465	-0.9966043	0.2317275	2.287999	-1.38152	-0.02236897	2.337758	-1.02007	0.0254376	2.171416	-1.377058	-0.09546539	2.316171	-1.028538	-0.0480677	2.156763	-1.160701	0.7217076	2.255096	-1.172831	0.5883691	2.310868	-1.176568	0.5074835	2.319943	-1.183771	0.2582929	2.338621	-1.374658	-0.165514	2.322748	-1.025393	-0.09768353	2.137945	-1.408254	-0.1081701	2.310833	-0.9792326	-0.06123973	2.117269	-0.555814	-0.1348087	0.8183998	0.05584916	0.8463836	-0.09932999	0.5204681	-0.05367776	Tracked	Tracked
05/29 04:16:21.160 PM	3	-0.3940873	0.06329951	2.457114	-0.1031044	0.05965591	2.393326	-0.3772554	-0.2063386	2.330413	-0.0793283	-0.1717545	2.310237	-0.3571726	-0.1656109	2.22825	-0.2862157	-0.1187011	2.189428	-0.3484455	-0.1219283	2.153287	-0.3475178	-0.120526	2.152442	-0.2320591	0.3117218	2.451077	-0.2397663	0.1796721	2.444513	-0.2431804	0.1086132	2.448751	-0.2529853	-0.1087501	2.452275	-0.3394964	-0.1173928	2.12286	-0.3795706	-0.1304412	2.143394	-0.304483	-0.09956226	2.157833	-0.3594944	-0.1037118	2.1545	-0.4378872	0.3262561	-0.2403745	0.8025159	-0.34813	-0.02453985	0.625736	0.6976086	Tracked	Tracked
