timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/29 10:38:29.535 AM	1	0.1232305	0.0765869	2.743961	0.4706841	0.06998575	2.728041	0.08194765	-0.1458544	2.789901	0.4981848	-0.157991	2.737133	0.3523033	-0.1543618	2.769087	0.4183457	-0.3241752	2.561572	0.4527247	-0.1521772	2.711863	0.3796439	-0.3863899	2.592021	0.2949992	0.3664227	2.709417	0.2791258	0.2080476	2.736131	0.2818557	0.1267658	2.738173	0.2888028	-0.1216266	2.734135	0.4970272	-0.1614911	2.735326	0.3677517	-0.4082749	2.579098	0.4345303	-0.1020823	2.684427	0.3420988	-0.3575669	2.560564	-0.4812683	-0.1693829	-0.5088537	0.6933672	0.6787997	-0.32684	-0.6567205	-0.03353642	Inferred	Inferred
05/29 10:38:29.539 AM	3	-0.9975672	-0.08836588	2.226127	-0.717881	-0.08493559	2.38642	-1.036929	-0.3143378	2.199003	-0.6749649	-0.3484943	2.403255	-0.9939118	-0.5265496	2.143735	-0.645007	-0.5507396	2.345495	-0.976067	-0.5716615	2.127509	-0.6440386	-0.5996909	2.326712	-0.8923594	0.1709627	2.342447	-0.8974478	0.03774076	2.339026	-0.892805	-0.0346493	2.340817	-0.8752004	-0.2549985	2.337372	-0.9730818	-0.6266037	2.106125	-0.6448057	-0.668511	2.311255	-0.9369434	-0.5600699	2.139756	-0.6663086	-0.5934812	2.3	0.4788498	-0.05342165	0.8435876	-0.237084	0.8668698	0.09423105	-0.4639751	-0.1561551	Tracked	Tracked
05/29 10:38:29.567 AM	1	0.1235095	0.07704019	2.744228	0.4710366	0.06996855	2.728698	0.08176991	-0.1454582	2.789644	0.4982958	-0.1574419	2.737211	0.3521242	-0.1543435	2.769242	0.4184631	-0.3236414	2.561685	0.4542194	-0.1523436	2.71267	0.3825347	-0.3882669	2.593059	0.2956092	0.3664205	2.709173	0.2787281	0.2082354	2.737061	0.2815174	0.1269337	2.739006	0.2886618	-0.1215125	2.734616	0.4971635	-0.1615103	2.736076	0.3813634	-0.4171719	2.576746	0.4491033	-0.1093387	2.694571	0.3421678	-0.3582617	2.561185	-0.470408	-0.1623009	-0.5197601	0.6944236	0.668303	-0.3117634	-0.6750266	-0.02266532	Inferred	Inferred
05/29 10:38:29.569 AM	3	-0.9978333	-0.0884513	2.225993	-0.7180046	-0.08478692	2.386137	-1.037103	-0.3143143	2.198978	-0.6750544	-0.348456	2.402992	-0.993319	-0.5270929	2.143652	-0.6451053	-0.5507217	2.345308	-0.9751533	-0.5715334	2.126852	-0.6451441	-0.6002454	2.32708	-0.8923318	0.1710691	2.341988	-0.8975013	0.03767078	2.338848	-0.8928259	-0.03470637	2.340631	-0.8751197	-0.2550222	2.337136	-0.973685	-0.62622	2.102416	-0.6450739	-0.6687999	2.312255	-0.9378337	-0.5614067	2.141219	-0.6642122	-0.5905119	2.300412	0.4264355	-0.07188846	0.8689101	-0.2407907	0.8813812	0.07782283	-0.4386273	-0.157216	Tracked	Tracked
05/29 10:38:29.610 AM	1	0.1236925	0.07738966	2.744435	0.4714141	0.06992206	2.729241	0.08168511	-0.1451498	2.789443	0.4984172	-0.1573482	2.737247	0.3520342	-0.1542749	2.769156	0.4185914	-0.3235503	2.56174	0.452682	-0.1523193	2.712938	0.3814917	-0.3863712	2.592008	0.2963325	0.3663418	2.709059	0.2784215	0.2083194	2.737742	0.28126	0.1270378	2.739602	0.28856	-0.1213705	2.734935	0.4976178	-0.1616707	2.738576	0.3802353	-0.4148763	2.576915	0.4305773	-0.102416	2.682833	0.3421088	-0.3582256	2.560833	-0.465956	-0.1539436	-0.5238361	0.696263	0.671944	-0.3183637	-0.667948	-0.03132375	Inferred	Inferred
05/29 10:38:29.612 AM	3	-0.9981939	-0.08846875	2.225854	-0.718195	-0.08470896	2.385884	-1.0374	-0.314422	2.198946	-0.6751504	-0.3485909	2.402913	-0.9928668	-0.5275074	2.143589	-0.645214	-0.5508651	2.345254	-0.9749555	-0.5705003	2.127203	-0.6464839	-0.6003597	2.327272	-0.8924436	0.1710948	2.341608	-0.8975861	0.03757386	2.338673	-0.8928888	-0.03477972	2.34044	-0.8751245	-0.2550279	2.336877	-0.9721865	-0.6264104	2.104084	-0.6449704	-0.6686904	2.31188	-0.9350944	-0.5598516	2.136515	-0.6731375	-0.6245255	2.305461	0.5206085	-0.04364705	0.8150784	-0.2504175	0.8551441	0.07532942	-0.4884037	-0.1565753	Tracked	Tracked
05/29 10:38:29.640 AM	1	0.1238932	0.07775522	2.744624	0.4717393	0.06990565	2.729845	0.07918925	-0.1414167	2.789397	0.4987125	-0.1570728	2.737302	0.3494639	-0.152491	2.768718	0.4188926	-0.3232817	2.561821	0.4549835	-0.1488267	2.715287	0.3825198	-0.3858759	2.594188	0.2974017	0.3664967	2.708935	0.2781312	0.2084649	2.738293	0.2810241	0.1271705	2.740084	0.2884858	-0.121274	2.735186	0.4974966	-0.161634	2.73791	0.3842518	-0.415428	2.580412	0.4516006	-0.1088403	2.696273	0.3425135	-0.35813	2.562238	-0.4722775	-0.1963319	-0.5113426	0.6906058	0.6778399	-0.3242351	-0.6596931	-0.01448317	Inferred	Inferred
05/29 10:38:29.642 AM	3	-0.9982988	-0.08846564	2.225878	-0.7182648	-0.08474702	2.385844	-1.03742	-0.3143715	2.199012	-0.6755291	-0.3492988	2.402756	-0.9924227	-0.5280361	2.143288	-0.6456034	-0.5514719	2.344657	-0.9737644	-0.5712979	2.125999	-0.6476756	-0.6004743	2.32663	-0.8923838	0.1711402	2.341128	-0.8976237	0.03754376	2.338541	-0.8929111	-0.0348013	2.340287	-0.8750934	-0.2550174	2.336647	-0.9709381	-0.6274061	2.104859	-0.6473882	-0.6700178	2.312676	-0.9346892	-0.559397	2.140076	-0.6706159	-0.5954016	2.301567	0.4538046	-0.06692908	0.8515151	-0.2539764	0.8794109	0.06072696	-0.442176	-0.1656175	Tracked	Tracked
05/29 10:38:29.686 AM	1	0.1240304	0.07811774	2.744788	0.4719946	0.06983761	2.73032	0.07852684	-0.1412671	2.789616	0.497157	-0.1584886	2.73615	0.3487728	-0.1528376	2.76857	0.4173678	-0.3246952	2.560733	0.4530265	-0.1498194	2.714168	0.3793639	-0.3865882	2.593412	0.2985011	0.3666486	2.709113	0.2778584	0.2085568	2.738738	0.2807714	0.12727	2.74051	0.2883281	-0.1211542	2.735501	0.4977086	-0.1616976	2.739076	0.3525748	-0.3960235	2.578702	0.4303982	-0.1006042	2.6802	0.3427089	-0.3485768	2.5616	-0.4760727	-0.1907678	-0.5104175	0.6902437	0.6680694	-0.3329319	-0.6650177	-0.02431089	Inferred	Inferred
05/29 10:38:29.691 AM	3	-0.9984597	-0.08845812	2.22579	-0.7183327	-0.08479455	2.385806	-1.037576	-0.3142807	2.199109	-0.6762477	-0.3493226	2.40205	-0.9913533	-0.5291242	2.143253	-0.6463846	-0.5514862	2.343868	-0.9740281	-0.5716922	2.127438	-0.6494694	-0.599938	2.325415	-0.8926325	0.1710987	2.340686	-0.8976066	0.03747636	2.338415	-0.8928767	-0.0348373	2.340166	-0.8749963	-0.2549604	2.336513	-0.9712637	-0.6258591	2.101059	-0.6474764	-0.6675664	2.308576	-0.9332864	-0.5634097	2.136158	-0.6737496	-0.6051098	2.303126	0.5260671	-0.04107893	0.8131193	-0.2457701	0.8400281	0.06805486	-0.5106736	-0.1700989	Tracked	Tracked
