timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/29 05:08:17.890 PM	2	-1.008753	-0.113209	2.533808	-0.7216425	-0.1159876	2.65223	-1.086031	-0.289131	2.593006	-0.7189832	-0.3174483	2.716289	-1.115727	-0.4730242	2.612933	-0.7302397	-0.524728	2.760016	-1.127561	-0.5452414	2.622282	-0.7267432	-0.5783146	2.779495	-0.8596846	0.1287679	2.603966	-0.8823744	-0.001075216	2.592193	-0.8828626	-0.07046115	2.591682	-0.8813066	-0.2811527	2.581711	-1.144932	-0.604899	2.628312	-0.7392032	-0.6373021	2.79561	-1.142015	-0.5239515	2.630121	-0.6936575	-0.5695009	2.754958	-0.3316092	0.08693412	0.9378045	0.0547782	0.6575984	0.1496553	0.732529	0.09256707	Inferred	Inferred
05/29 05:08:17.895 PM	5	0.4869454	-0.004579194	2.911282	0.8053674	-0.0169373	2.855423	0.4156663	-0.2048876	2.953126	0.8889723	-0.2281722	2.888256	0.4420153	-0.3531849	2.860842	0.8525894	-0.3751642	2.796288	0.4824435	-0.3816758	2.821986	0.7663482	-0.357679	2.778219	0.6368492	0.2178691	2.87628	0.64609	0.07398844	2.880832	0.647315	0.009495525	2.877479	0.6489637	-0.1867251	2.859444	0.4810684	-0.4549082	2.76071	0.7481316	-0.3733951	2.736407	0.447455	-0.3931923	2.8146	0.7446226	-0.3708951	2.724	0.4915152	0.5135099	-0.6963511	0.0990742	-0.598509	0.7661209	-0.2108676	-0.1018863	Inferred	Inferred
05/29 05:08:17.925 PM	2	-1.009428	-0.1130278	2.533388	-0.7218403	-0.1158573	2.652491	-1.085361	-0.2901963	2.592334	-0.7199584	-0.3179816	2.716758	-1.115059	-0.4740851	2.61226	-0.7312117	-0.525259	2.760486	-1.126892	-0.5463022	2.621609	-0.727715	-0.5788454	2.779965	-0.8596718	0.1287639	2.603969	-0.8823905	-0.001061372	2.592168	-0.8828751	-0.07044195	2.591652	-0.8813074	-0.2811083	2.581644	-1.144264	-0.6059558	2.627638	-0.7401724	-0.6378317	2.796081	-1.141916	-0.5244488	2.629832	-0.6942312	-0.5696572	2.755099	-0.3316089	0.08693366	0.9378046	0.05477676	0.6575986	0.1496563	0.7325289	0.09256648	Inferred	Inferred
05/29 05:08:17.928 PM	5	0.4870054	-0.00460122	2.911015	0.8053505	-0.01760092	2.855698	0.4130308	-0.2029655	2.952554	0.888855	-0.2288684	2.888554	0.440768	-0.3517352	2.861593	0.8527615	-0.3755428	2.79591	0.4817801	-0.3771572	2.823458	0.7647055	-0.3569266	2.77231	0.6382369	0.2177881	2.875234	0.6469225	0.07346475	2.881426	0.6478273	0.009117017	2.877797	0.649011	-0.1868241	2.859375	0.4857335	-0.4440247	2.759658	0.7480338	-0.3730738	2.736205	0.4489207	-0.3963052	2.8135	0.7446226	-0.3708951	2.724	0.4794409	0.5291425	-0.6905164	0.115463	-0.5718633	0.7621974	-0.270063	-0.1381787	Inferred	Inferred
05/29 05:08:17.967 PM	2	-1.009447	-0.1130696	2.53292	-0.7221152	-0.1158949	2.652558	-1.085765	-0.2900946	2.591215	-0.7206157	-0.3183714	2.716833	-1.11546	-0.4739838	2.611143	-0.7318664	-0.5256471	2.760561	-1.127293	-0.5462011	2.620492	-0.7283698	-0.5792335	2.78004	-0.8596244	0.1286823	2.604019	-0.8824095	-0.00102827	2.592139	-0.882902	-0.07040874	2.591609	-0.8813813	-0.2810793	2.581519	-1.144663	-0.6058546	2.626523	-0.7408252	-0.6382186	2.796157	-1.142036	-0.5244684	2.62957	-0.6945412	-0.5697682	2.755095	-0.3316088	0.08693346	0.9378047	0.05477664	0.6575986	0.1496563	0.7325288	0.09256707	Inferred	Inferred
05/29 05:08:17.968 PM	5	0.4870754	-0.004568041	2.910781	0.8052288	-0.0181482	2.85592	0.4103821	-0.2003785	2.950981	0.88844	-0.2295125	2.888872	0.4391122	-0.349815	2.861604	0.8527541	-0.3758849	2.795541	0.4771834	-0.3780712	2.823255	0.7650877	-0.3570979	2.773674	0.6384931	0.2177145	2.874341	0.6465212	0.07295638	2.881843	0.6474859	0.008703631	2.87807	0.6487818	-0.1869955	2.859315	0.4762689	-0.4608955	2.755923	0.7484107	-0.3733821	2.737514	0.4396318	-0.3774413	2.8276	0.7918468	-0.3757078	2.726838	0.4952428	0.5110116	-0.6974403	0.08472715	-0.5745841	0.7629692	-0.2608932	-0.1402346	Inferred	Inferred
05/29 05:08:18.002 PM	2	-1.009557	-0.1131933	2.532511	-0.7226221	-0.1157041	2.652644	-1.086959	-0.290372	2.590512	-0.7207629	-0.3183744	2.716862	-1.116648	-0.4742601	2.610442	-0.7320131	-0.5256501	2.760591	-1.128481	-0.5464774	2.619791	-0.7285165	-0.5792365	2.78007	-0.8597118	0.1287174	2.60402	-0.8824801	-0.000973148	2.592185	-0.882991	-0.07035611	2.591642	-0.8815693	-0.2810314	2.581499	-1.145847	-0.6061299	2.625824	-0.7409715	-0.6382216	2.796186	-1.142289	-0.5245696	2.629444	-0.6946075	-0.5697582	2.755098	-0.3316087	0.08693318	0.9378048	0.0547759	0.6575983	0.1496575	0.7325287	0.09256829	Inferred	Inferred
05/29 05:08:18.003 PM	5	0.487202	-0.00440283	2.910705	0.8052563	-0.01829821	2.855912	0.4089496	-0.1973028	2.949357	0.8878145	-0.2298321	2.889288	0.4374689	-0.347846	2.861994	0.8530052	-0.3760627	2.795375	0.4775734	-0.3731967	2.825911	0.7651869	-0.3571488	2.774038	0.6396296	0.2178059	2.873914	0.6471706	0.07290398	2.882932	0.6479191	0.008632452	2.878818	0.648806	-0.1870154	2.859362	0.4785592	-0.4494186	2.751872	0.7483047	-0.3731113	2.737251	0.4317462	-0.3600774	2.838429	0.7448959	-0.3710312	2.725	0.5256497	0.5286846	-0.6605608	0.08856869	-0.5761158	0.7635974	-0.2562548	-0.1390793	Inferred	Inferred
05/29 05:08:18.045 PM	2	-1.009697	-0.1135175	2.531744	-0.722914	-0.1156476	2.652877	-1.086963	-0.290335	2.589922	-0.721845	-0.3178865	2.716638	-1.116652	-0.4742232	2.609852	-0.7330907	-0.5251642	2.760367	-1.128485	-0.5464405	2.619201	-0.729594	-0.5787507	2.779847	-0.859875	0.1287839	2.60408	-0.8825994	-0.0008067514	2.591958	-0.8831411	-0.07019484	2.591389	-0.8818435	-0.2808933	2.581131	-1.14585	-0.6060929	2.625234	-0.7420455	-0.6377375	2.795964	-1.142295	-0.5244958	2.629267	-0.6951179	-0.569404	2.754863	-0.331609	0.08693163	0.9378048	0.05477638	0.6575983	0.1496577	0.7325286	0.09256782	Inferred	Inferred
05/29 05:08:18.048 PM	5	0.4886863	-0.0047447	2.909541	0.8054367	-0.01850402	2.855902	0.4076991	-0.1974784	2.948197	0.8867615	-0.2304193	2.889788	0.4352537	-0.3475119	2.85949	0.8530526	-0.3765515	2.795303	0.4756359	-0.3760328	2.825531	0.7629082	-0.3586602	2.767854	0.6415384	0.2168722	2.87343	0.6476276	0.07272295	2.88272	0.6483654	0.008437374	2.878648	0.6491688	-0.1871981	2.859203	0.4786019	-0.4532348	2.761791	0.7438411	-0.3778899	2.721232	0.4169783	-0.3472303	2.85	0.7968817	-0.385909	2.714823	0.5399335	0.5027004	-0.6680065	0.09762891	-0.5715755	0.7598997	-0.2829033	-0.1257764	Inferred	Inferred
