timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/29 05:22:46.223 PM	3	-0.8951719	-0.1130804	2.867503	-0.6150469	-0.1146126	2.9911	-0.9613662	-0.3102842	2.919972	-0.613666	-0.3394213	3.06567	-0.7998708	-0.2357767	2.770457	-0.5743114	-0.182125	2.923064	-0.7568672	-0.2033924	2.788664	-0.6126704	-0.137135	2.926085	-0.7430162	0.1233539	2.939072	-0.7555749	-0.00178526	2.939924	-0.7564624	-0.06750468	2.938926	-0.7570775	-0.2667624	2.927289	-0.7114307	-0.1873702	2.794764	-0.6284956	-0.0936042	2.921703	-0.7914898	-0.1530533	2.772199	-0.6149236	-0.1784351	2.844111	0.2519983	0.7332881	0.3893193	-0.497208	-0.3425544	0.9137089	-0.05170533	-0.2124126	Inferred	Inferred
05/29 05:22:46.225 PM	4	0.07925846	-0.0116728	3.376024	0.3884714	-0.01375746	3.37172	0.02760123	-0.2029986	3.413766	0.481457	-0.1552291	3.47121	0.05431344	-0.3447598	3.33322	0.5008656	-0.3205308	3.388261	0.08352502	-0.3798524	3.30231	0.4821513	-0.3793352	3.321873	0.2216976	0.1849302	3.353437	0.2395726	0.0630262	3.368972	0.2414754	0.004129665	3.368696	0.2466801	-0.1744057	3.361199	0.1028973	-0.4349453	3.266423	0.4717484	-0.4165772	3.277871	0.110317	-0.3388298	3.291129	0.4600269	-0.3762873	3.302	0.7228633	0.04774029	0.5437739	-0.4236737	0.7502953	0.1331847	-0.5113165	-0.3973338	Tracked	Tracked
05/29 05:22:46.271 PM	3	-0.8955786	-0.113149	2.866932	-0.6150361	-0.1146544	2.991123	-0.962519	-0.319438	2.925319	-0.6135044	-0.3395903	3.064886	-0.816637	-0.2341241	2.774148	-0.5741513	-0.1822938	2.922281	-0.7752782	-0.1988726	2.785558	-0.6131866	-0.1348565	2.926137	-0.7432008	0.1234054	2.939184	-0.7552925	-0.001623753	2.940667	-0.7562311	-0.06735592	2.939573	-0.7569596	-0.2666607	2.927684	-0.7338648	-0.1726209	2.786693	-0.6207127	-0.08887277	2.93192	-0.812906	-0.1515084	2.773131	-0.617084	-0.1717617	2.852445	0.2440356	0.6951223	0.3507527	-0.5781213	-0.3349063	0.9123871	-0.05008372	-0.2299552	Inferred	Inferred
05/29 05:22:46.273 PM	4	0.07945234	-0.01187729	3.374648	0.3915401	-0.002395599	3.384093	0.0272042	-0.2027734	3.413376	0.4809219	-0.1534937	3.473843	0.05943112	-0.348621	3.329733	0.4999247	-0.3230156	3.383942	0.09097046	-0.3841522	3.298579	0.4778453	-0.3845806	3.322406	0.221668	0.1849547	3.353414	0.239582	0.06308769	3.369014	0.2414995	0.004227328	3.368793	0.2467913	-0.1741217	3.361561	0.1087293	-0.4415145	3.259829	0.4678999	-0.4262013	3.279522	0.1206255	-0.3475237	3.287714	0.4292484	-0.3835149	3.31825	0.7035483	0.05012886	0.5636678	-0.4298669	-0.5684642	-0.2101304	0.7208542	0.336248	Tracked	Tracked
05/29 05:22:46.308 PM	3	-0.8952351	-0.1130424	2.86784	-0.6150303	-0.114649	2.991136	-0.9615949	-0.3218273	2.92586	-0.6138044	-0.3382937	3.06497	-0.8199376	-0.2303541	2.774981	-0.5744516	-0.1810028	2.922365	-0.7755331	-0.1970481	2.785673	-0.6139874	-0.1330393	2.9259	-0.7429878	0.1231513	2.939532	-0.7554825	-0.001601639	2.940619	-0.7564211	-0.06733352	2.939539	-0.7571424	-0.2666434	2.927689	-0.7387742	-0.1739744	2.784084	-0.6301624	-0.08354523	2.922103	-0.8108932	-0.1476217	2.775684	-0.6169358	-0.1735852	2.849922	0.2644374	0.6751284	0.3680669	-0.5820664	-0.3339532	0.9094889	-0.05723917	-0.2408918	Inferred	Inferred
05/29 05:22:46.309 PM	4	0.07924581	-0.01115355	3.37395	0.3929012	0.0001580411	3.387247	0.02659579	-0.2017189	3.41348	0.4807269	-0.1533924	3.474757	0.05941968	-0.3484886	3.329743	0.4999982	-0.3232895	3.383631	0.09025851	-0.3824819	3.29724	0.4777644	-0.3830551	3.322201	0.2216282	0.1857058	3.353494	0.238633	0.0634417	3.368592	0.2410429	0.004438671	3.368546	0.2468963	-0.1740686	3.361495	0.1058545	-0.4415646	3.253629	0.4707959	-0.4256202	3.27891	0.1185205	-0.3530682	3.282917	0.429818	-0.3840204	3.32275	0.7238072	0.05734148	0.5275556	-0.4410217	-0.5573494	-0.2170933	0.725848	0.3396718	Tracked	Tracked
05/29 05:22:46.356 PM	3	-0.8950577	-0.1127948	2.869017	-0.6149638	-0.1147965	2.991241	-0.9617416	-0.3233514	2.92655	-0.6137228	-0.3400546	3.064296	-0.8201957	-0.2297284	2.775194	-0.5743717	-0.1827593	2.921693	-0.7768884	-0.196567	2.78591	-0.6141731	-0.1405805	2.921562	-0.743223	0.1232006	2.939619	-0.7547287	-0.002111165	2.940789	-0.7558739	-0.06770553	2.939674	-0.7570082	-0.2667401	2.927737	-0.7362682	-0.1736948	2.786863	-0.6217487	-0.08582239	2.927111	-0.8165417	-0.1453048	2.776	-0.6227289	-0.141521	2.879889	0.2585541	0.6747612	0.3672485	-0.5856413	-0.3575419	0.9006133	-0.09225624	-0.2292339	Inferred	Inferred
05/29 05:22:46.363 PM	4	0.07899507	-0.01075839	3.373466	0.3947327	-0.01033737	3.374123	0.02491428	-0.2005692	3.414247	0.4807964	-0.15667	3.473018	0.05892386	-0.3485324	3.331106	0.4997348	-0.3210103	3.385206	0.08955917	-0.3809929	3.298139	0.4781813	-0.3767609	3.326553	0.2213242	0.1865023	3.353171	0.2380566	0.06403922	3.367959	0.2404289	0.004910836	3.36797	0.2463148	-0.1739334	3.361058	0.1059624	-0.4419975	3.256829	0.4829968	-0.4226944	3.277139	0.1198397	-0.3428808	3.277833	0.4257271	-0.378453	3.32	0.7365465	0.06914151	0.4999943	-0.4502493	-0.5771236	-0.2080855	0.7069619	0.3518999	Tracked	Tracked
05/29 05:22:46.384 PM	3	-0.8955933	-0.1131214	2.868061	-0.6149549	-0.1148091	2.991293	-0.9618175	-0.3234044	2.926602	-0.613745	-0.3402509	3.063375	-0.8285736	-0.1940349	2.779902	-0.5743942	-0.1829547	2.920773	-0.7861481	-0.16619	2.793396	-0.6174917	-0.1441944	2.914345	-0.7432033	0.1231876	2.939652	-0.7548879	-0.00188583	2.940869	-0.7559823	-0.06753246	2.939746	-0.7570243	-0.266674	2.927781	-0.7499347	-0.1611823	2.787382	-0.6319106	-0.1017672	2.920372	-0.8120897	-0.1157322	2.801522	-0.6199157	-0.1875819	2.837333	-0.1725614	-0.544556	-0.4528638	0.6845405	-0.3798884	0.8873354	-0.1528726	-0.2120157	Inferred	Inferred
05/29 05:22:46.386 PM	4	0.07884556	-0.01073713	3.37336	0.3947284	-0.002578306	3.383341	0.02425202	-0.2004393	3.414012	0.4798653	-0.1546949	3.475192	0.05860474	-0.3488322	3.330995	0.4998322	-0.3207566	3.385783	0.08753295	-0.3817679	3.298922	0.4800946	-0.3810803	3.328052	0.2208611	0.1870297	3.353894	0.2373055	0.0640813	3.367734	0.2400203	0.004987904	3.367873	0.2463744	-0.1738116	3.361117	0.1028361	-0.442915	3.261614	0.4790325	-0.4250068	3.274406	0.1196723	-0.3547032	3.281	0.4257429	-0.3810052	3.315435	0.7104209	0.03470705	0.5463367	-0.4422825	-0.6140619	-0.1891994	0.6888176	0.3356516	Tracked	Tracked
