timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/29 05:24:46.396 PM	5	0.1297753	-0.09983271	3.280387	0.4383038	-0.0992038	3.297232	0.0732155	-0.3261005	3.272154	0.5619582	-0.2304177	3.257801	0.06362633	-0.5070671	3.193614	0.6785417	-0.2545133	3.115298	0.07241793	-0.5604815	3.180708	0.6652374	-0.2420294	3.124147	0.3030336	0.1371621	3.309449	0.3023602	0.01442832	3.31356	0.2945881	-0.05405585	3.308592	0.2700664	-0.2618489	3.284514	0.06655294	-0.6252639	3.160463	0.7151777	-0.2446397	3.061652	0.03930737	-0.5485824	3.169545	0.660372	-0.2159638	3.111677	-0.6732411	-0.1401414	0.7257127	0.02116405	0.3578098	-0.3232231	0.2532666	0.8386626	Inferred	Tracked
05/29 05:24:46.418 PM	5	0.1297643	-0.09987914	3.280415	0.4358194	-0.1034124	3.290588	0.07307611	-0.3263688	3.272141	0.5621019	-0.2307253	3.257418	0.06359684	-0.5071247	3.193548	0.678164	-0.2545816	3.114416	0.07264677	-0.5617327	3.182314	0.6640255	-0.2422942	3.124131	0.3033247	0.1368462	3.30868	0.3017536	0.01451074	3.312791	0.2940089	-0.05405922	3.307875	0.2695711	-0.2620721	3.283937	0.06242113	-0.6269675	3.169088	0.7072539	-0.2420896	3.052342	0.03929293	-0.5483907	3.168636	0.6598706	-0.2159596	3.118957	-0.6736559	-0.1284716	0.7277395	0.008837295	0.3850051	-0.3462151	0.2462062	0.8193221	Tracked	Tracked
05/29 05:24:46.452 PM	5	0.129401	-0.09957667	3.28099	0.4364395	-0.1029227	3.291126	0.07304219	-0.3263116	3.272224	0.5620113	-0.2309814	3.257307	0.06359863	-0.5075841	3.193178	0.6776235	-0.2542607	3.113812	0.07212664	-0.560496	3.18045	0.6635556	-0.242691	3.121574	0.3032033	0.136953	3.308319	0.3011431	0.01497215	3.312432	0.293579	-0.0536782	3.307545	0.2695147	-0.2618527	3.28368	0.0628808	-0.6277294	3.172758	0.7082981	-0.2424411	3.056842	0.0392387	-0.54584	3.1765	0.6436443	-0.2127585	3.124143	-0.6117166	-0.1400501	0.7785089	0.01061458	0.3460563	-0.3116394	0.29677	0.8336987	Tracked	Tracked
05/29 05:24:46.490 PM	5	0.1292142	-0.09904183	3.281232	0.436524	-0.1025032	3.291077	0.07304098	-0.3263765	3.272113	0.5617154	-0.2311264	3.257196	0.06347588	-0.5077747	3.193236	0.6776727	-0.254782	3.114079	0.07233668	-0.5616736	3.181907	0.6643965	-0.2425742	3.124288	0.3035151	0.1362075	3.307813	0.3012865	0.01488137	3.311049	0.2936295	-0.05370447	3.306384	0.2694062	-0.2617464	3.283056	0.06234998	-0.6264006	3.166213	0.7089419	-0.2400836	3.057057	0.04078594	-0.5543406	3.170726	0.6464429	-0.212053	3.127	-0.6665982	-0.1296645	0.7339909	0.00955708	0.3829682	-0.3063028	0.2425077	0.8370805	Tracked	Tracked
05/29 05:24:46.527 PM	5	0.1292696	-0.09920491	3.281105	0.4368157	-0.1023687	3.291404	0.07302905	-0.3264301	3.272194	0.5619052	-0.2321203	3.256367	0.06313389	-0.5079814	3.193506	0.6780562	-0.2544203	3.113188	0.07190862	-0.5622725	3.181882	0.6620836	-0.2442153	3.126046	0.3036016	0.1361634	3.307754	0.300018	0.01511626	3.310183	0.2925612	-0.05354475	3.305596	0.268877	-0.2617536	3.282528	0.06225717	-0.6253663	3.160963	0.7081281	-0.2402112	3.058629	0.03855032	-0.5442529	3.171364	0.6552757	-0.218139	3.117266	-0.6681817	-0.1301109	0.7324324	0.0121318	0.4517646	-0.2944013	0.2704296	0.7975616	Tracked	Tracked
05/29 05:24:46.562 PM	5	0.129213	-0.09921277	3.281109	0.4369459	-0.1026127	3.29117	0.07302839	-0.3262988	3.272294	0.5616228	-0.2324479	3.256515	0.06299564	-0.5080316	3.193536	0.6780249	-0.2543571	3.113497	0.07201228	-0.5626876	3.178099	0.6635903	-0.244047	3.128838	0.3027298	0.1362241	3.306779	0.2996252	0.01492347	3.310168	0.2922196	-0.053737	3.305536	0.2686769	-0.261953	3.282368	0.06231889	-0.6259877	3.164088	0.7086843	-0.2425746	3.058508	0.04433265	-0.5590786	3.157211	0.654514	-0.2190191	3.115178	0.7220657	0.1507647	-0.6736811	-0.04521998	0.4656577	-0.2176116	0.251707	0.8200316	Tracked	Tracked
05/29 05:24:46.602 PM	5	0.1289604	-0.09944925	3.280726	0.4358084	-0.1029115	3.290004	0.07302792	-0.3262992	3.272292	0.5616039	-0.2328007	3.256636	0.06305017	-0.508047	3.193477	0.678552	-0.2565219	3.11443	0.07192938	-0.5603985	3.179585	0.6658588	-0.2435612	3.122361	0.302273	0.1366218	3.306536	0.2997476	0.01527321	3.310328	0.292257	-0.05352212	3.305634	0.2686145	-0.2619258	3.282387	0.0632403	-0.6284165	3.176123	0.7151433	-0.2433199	3.047333	0.04677828	-0.5825751	3.1611	0.6741824	-0.2220668	3.090375	-0.6647425	-0.1497983	0.731454	0.02555196	0.3338694	-0.3327601	0.2474316	0.8465102	Tracked	Tracked
05/29 05:24:46.635 PM	5	0.1288512	-0.09953754	3.280753	0.4361382	-0.1017169	3.291196	0.07305575	-0.3260565	3.272118	0.5613864	-0.2328466	3.256725	0.06277493	-0.5071791	3.194149	0.6775478	-0.2561024	3.113739	0.07098498	-0.5628037	3.17987	0.6636912	-0.2438907	3.12437	0.3021091	0.1368556	3.305809	0.2997237	0.01536054	3.310407	0.2921938	-0.05341903	3.305689	0.2683377	-0.2617225	3.282347	0.05991279	-0.6254029	3.163574	0.7059552	-0.2437479	3.060094	0.03800297	-0.5498649	3.170084	0.6680977	-0.2236775	3.092767	-0.6295967	-0.1414323	0.763565	0.02394507	0.3687589	-0.2362714	0.2783984	0.8548023	Tracked	Tracked
05/29 05:24:46.674 PM	5	0.1287477	-0.09964833	3.280667	0.4338752	-0.101202	3.288417	0.07304019	-0.3260925	3.272024	0.5611354	-0.2328919	3.256813	0.06274554	-0.5071481	3.194226	0.6771691	-0.2559044	3.113673	0.07160916	-0.5627314	3.180883	0.6638881	-0.2442214	3.123275	0.3016033	0.1369679	3.305582	0.2999858	0.01540465	3.310218	0.2923518	-0.05338975	3.305542	0.2683379	-0.261728	3.282279	0.05997168	-0.6269549	3.166574	0.7077963	-0.2422733	3.054675	0.03929053	-0.5539486	3.171457	0.6563474	-0.2213123	3.1081	-0.6331446	-0.1390316	0.7612971	0.014991	0.3713309	-0.2792078	0.268093	0.8439684	Tracked	Tracked
05/29 05:24:46.705 PM	5	0.1285944	-0.0997909	3.280389	0.4349515	-0.1013553	3.289472	0.07283622	-0.3263151	3.271633	0.5610999	-0.2328943	3.256788	0.06263442	-0.5072796	3.194215	0.6769491	-0.2555993	3.113436	0.07240354	-0.5700599	3.179636	0.6649783	-0.2424984	3.121399	0.3016496	0.1369485	3.305582	0.2995681	0.01524294	3.310199	0.292019	-0.05351996	3.30549	0.2681875	-0.2618104	3.282171	0.06404723	-0.6328881	3.158885	0.7138254	-0.2432898	3.052765	0.04509828	-0.5701864	3.163643	0.6764501	-0.2257644	3.0775	-0.6827589	-0.1339137	0.717899	0.02298288	0.3340756	-0.3448727	0.2272118	0.8472492	Tracked	Tracked
05/29 05:24:46.745 PM	5	0.1285769	-0.09980507	3.280358	0.4354937	-0.1010253	3.29059	0.07280546	-0.3260915	3.271521	0.561014	-0.233144	3.256727	0.06254993	-0.506956	3.194368	0.6768804	-0.2569037	3.113585	0.07201719	-0.5697105	3.180423	0.6649361	-0.2416721	3.122858	0.3014037	0.1366746	3.304591	0.2995394	0.01517123	3.310088	0.2919558	-0.05358762	3.30539	0.2679726	-0.2619007	3.282091	0.06409611	-0.6342894	3.174819	0.7161989	-0.2422986	3.055335	0.03931354	-0.5575418	3.170647	0.6615112	-0.2207073	3.1082	-0.610685	-0.1305263	0.7809927	0.008785498	0.3226514	-0.3168766	0.2026432	0.8685741	Tracked	Tracked
05/29 05:24:46.779 PM	5	0.1285416	-0.1000487	3.280281	0.4359234	-0.1008617	3.291886	0.07233059	-0.3264821	3.271353	0.5608977	-0.2332218	3.256958	0.0624758	-0.5069552	3.194355	0.6779923	-0.257822	3.115071	0.07212438	-0.5696864	3.178839	0.6663507	-0.2440202	3.121529	0.3015942	0.1366565	3.304724	0.2995092	0.01513867	3.310085	0.2919016	-0.05362036	3.305399	0.267789	-0.2619384	3.282178	0.06052363	-0.6357234	3.166885	0.7148692	-0.2418569	3.049668	0.04581867	-0.586478	3.1545	0.6543601	-0.2194286	3.121333	0.7169386	0.1367224	-0.6826792	-0.03542748	0.2879671	-0.3363588	0.2391785	0.8641361	Tracked	Tracked
