timestamp	personID	ShoulderLeft.X	ShoulderLeft.Y	ShoulderLeft.Z	ShoulderRight.X	ShoulderRight.Y	ShoulderRight.Z	ElbowLeft.X	ElbowLeft.Y	ElbowLeft.Z	ElbowRight.X	ElbowRight.Y	ElbowRight.Z	WristLeft.X	WristLeft.Y	WristLeft.Z	WristRight.X	WristRight.Y	WristRight.Z	HandLeft.X	HandLeft.Y	HandLeft.Z	HandRight.X	HandRight.Y	HandRight.Z	Head.X	Head.Y	Head.Z	Neck.X	Neck.Y	Neck.Z	SpineShoulder.X	SpineShoulder.Y	SpineShoulder.Z	SpineMid.X	SpineMid.Y	SpineMid.Z	HandTipLeft.X	HandTipLeft.Y	HandTipLeft.Z	HandTipRight.X	HandTipRight.Y	HandTipRight.Z	ThumbLeft.X	ThumbLeft.Y	ThumbLeft.Z	ThumbRight.X	ThumbRight.Y	ThumbRight.Z	HandLeftOri.X	HandLeftOri.Y	HandLeftOri.Z	HandLeftOri.W	HandRightOri.X	HandRightOri.Y	HandRightOri.Z	HandRightOri.W	HandLeftStatus	HandRightStatus
05/30 05:26:48.984 PM	1	-1.139894	-0.06264335	2.728378	-0.8130143	-0.03040151	2.786903	-1.142269	-0.3043035	2.710085	-0.7556303	-0.283561	2.791192	-1.091696	-0.4947651	2.616737	-0.7150034	-0.4803733	2.708496	-1.067247	-0.5346077	2.605432	-0.7002515	-0.5378432	2.678244	-1.023495	0.2066665	2.7382	-0.9791796	0.07878897	2.764977	-0.9771715	0.003127832	2.768947	-0.9676161	-0.2270023	2.771482	-1.050177	-0.5846092	2.583465	-0.6915677	-0.5861439	2.657375	-1.03181	-0.518927	2.60532	-0.6777736	-0.5366976	2.64232	0.6175609	0.07784841	0.7299581	-0.2823463	0.8570499	-0.006296663	0.4437582	-0.2617338	Tracked	Tracked
05/30 05:26:48.987 PM	5	0.2279495	-0.01494639	2.829751	0.5565634	-0.04534997	2.761877	0.1887478	-0.2140374	2.845119	0.5504503	-0.2097751	2.69007	0.1631935	-0.4143306	2.805061	0.4539222	-0.04812611	2.64042	0.171187	-0.4826779	2.795839	0.4384235	-0.02575354	2.658665	0.4285735	0.1804638	2.72523	0.3884529	0.06125047	2.773034	0.3865738	-0.0122576	2.779862	0.3801658	-0.2361958	2.790418	0.1533901	-0.5397805	2.766807	0.4142452	0.01476889	2.637359	0.218728	-0.4689018	2.747687	0.4440575	-0.05825238	2.6149	0.8414198	0.01313206	0.5331295	-0.08725345	-0.3289387	0.8845997	0.2245129	-0.2426451	Tracked	Inferred
05/30 05:26:49.018 PM	1	-1.135507	-0.06268056	2.725224	-0.8086931	-0.02979884	2.787577	-1.135319	-0.2892591	2.706319	-0.7525263	-0.2834375	2.793301	-1.091786	-0.4840874	2.619681	-0.7077376	-0.4801883	2.71278	-1.0669	-0.5261369	2.603872	-0.6951436	-0.5385382	2.682825	-1.01996	0.2054615	2.737651	-0.9774703	0.07865547	2.764125	-0.9751872	0.00306937	2.768048	-0.9646875	-0.2267781	2.770443	-1.05032	-0.5894434	2.583603	-0.6871937	-0.5863827	2.666592	-1.023177	-0.5213367	2.590385	-0.669032	-0.5332531	2.6505	0.6838912	0.0697193	0.6645951	-0.2928233	0.8229934	-0.03911619	0.5094234	-0.2482733	Tracked	Tracked
05/30 05:26:49.020 PM	5	0.2280385	-0.01490943	2.830275	0.5564359	-0.04513261	2.761932	0.1891771	-0.2139994	2.846018	0.5502562	-0.2100016	2.689564	0.1676466	-0.4142527	2.802617	0.4537889	-0.04849343	2.640617	0.1823804	-0.5029221	2.78231	0.4361155	-0.02645325	2.657103	0.4284745	0.1798813	2.725283	0.3886559	0.0611776	2.772879	0.3867143	-0.01230337	2.77979	0.3801931	-0.2361899	2.790475	0.1670673	-0.566621	2.759398	0.4049627	0.01357809	2.635199	0.237798	-0.4659394	2.726367	0.4414191	-0.02043419	2.613105	0.8504336	0.01226603	0.5078132	-0.1368867	-0.2675108	0.9106057	0.3025332	0.08780104	Tracked	Inferred
05/30 05:26:49.058 PM	1	-1.133656	-0.0627272	2.72327	-0.8069449	-0.02972078	2.787878	-1.134397	-0.289409	2.7056	-0.7484947	-0.2840898	2.795616	-1.089715	-0.4835922	2.617912	-0.7043023	-0.4807802	2.714582	-1.064845	-0.5241373	2.59972	-0.6894524	-0.540328	2.688381	-1.017718	0.2058257	2.737127	-0.9747649	0.07897888	2.762788	-0.9722603	0.003464865	2.766747	-0.9611214	-0.2261731	2.769283	-1.047721	-0.5821041	2.573939	-0.6824435	-0.5887242	2.672257	-1.025566	-0.5241032	2.582783	-0.6650073	-0.5440105	2.654714	0.6675373	0.04771787	0.6726644	-0.3156575	0.8284757	-0.008331733	0.5097157	-0.2318371	Tracked	Tracked
05/30 05:26:49.061 PM	5	0.2281898	-0.01486386	2.831136	0.5563619	-0.04497663	2.76204	0.1896878	-0.2139538	2.84726	0.5504537	-0.2105198	2.688681	0.1618066	-0.4143754	2.810462	0.4555986	-0.0500493	2.641484	0.1708798	-0.4826088	2.798539	0.4382751	-0.0291819	2.658004	0.4281952	0.1794739	2.725328	0.3890865	0.06088515	2.772775	0.3870855	-0.01252882	2.779749	0.3803566	-0.2362371	2.790576	0.1551164	-0.5404843	2.767646	0.4123934	0.01388238	2.641874	0.2192309	-0.4624772	2.7538	0.4414859	-0.02025266	2.616532	0.836583	0.008593188	0.5371169	-0.1075194	-0.2655802	0.9044641	0.3176707	0.1024558	Tracked	Inferred
05/30 05:26:49.091 PM	1	-1.131516	-0.06235747	2.720526	-0.8054723	-0.02975838	2.788103	-1.131235	-0.2905347	2.701873	-0.7458956	-0.2835608	2.798079	-1.08659	-0.4845317	2.613706	-0.7001739	-0.4801764	2.717755	-1.063527	-0.5204805	2.597889	-0.686385	-0.5396115	2.693777	-1.013988	0.2059666	2.73689	-0.973391	0.07896771	2.762065	-0.9707241	0.003475915	2.765998	-0.959099	-0.2261014	2.768457	-1.041535	-0.5848591	2.574706	-0.6758456	-0.588859	2.672534	-1.025485	-0.5083442	2.589462	-0.6581173	-0.539308	2.662571	0.6439388	0.04777171	0.6928121	-0.3210482	0.8186877	-0.01174785	0.5320384	-0.2157491	Tracked	Tracked
05/30 05:26:49.093 PM	5	0.2282176	-0.01487754	2.831774	0.5562591	-0.04499251	2.761974	0.1896644	-0.2139335	2.848033	0.549481	-0.2099322	2.687797	0.1618957	-0.4143126	2.810773	0.4623277	-0.05978358	2.641034	0.1708509	-0.4835338	2.798039	0.4462038	-0.03305497	2.684385	0.4273269	0.1781905	2.725574	0.3892165	0.06077263	2.772838	0.3872236	-0.01262732	2.779853	0.3804894	-0.2362561	2.790913	0.1535827	-0.5404578	2.770261	0.3985697	0.05282311	2.648286	0.2181944	-0.4707263	2.749294	0.4082481	-0.009726862	2.608625	0.8346688	0.004307353	0.5395776	-0.1102966	-0.3176364	0.8186686	0.3859212	-0.2827608	Tracked	Inferred
05/30 05:26:49.139 PM	1	-1.127895	-0.0626317	2.717618	-0.8044603	-0.02973351	2.788257	-1.128074	-0.2907421	2.69894	-0.7438741	-0.2825207	2.800249	-1.084003	-0.4848662	2.610798	-0.695634	-0.4793285	2.722103	-1.060119	-0.5234562	2.593552	-0.6836536	-0.5415329	2.69582	-1.011499	0.2061795	2.735584	-0.9716026	0.07879269	2.761797	-0.9688113	0.003358418	2.765674	-0.9568402	-0.2260376	2.767943	-1.04089	-0.5847267	2.570844	-0.6710427	-0.5906104	2.675577	-1.018952	-0.523478	2.573895	-0.6598541	-0.5382758	2.661833	0.6629701	0.04779485	0.6766829	-0.3166804	0.8354793	-0.0250417	0.5054374	-0.2141974	Tracked	Tracked
05/30 05:26:49.143 PM	5	0.2280093	-0.01532846	2.832407	0.5560098	-0.04454825	2.762043	0.1896955	-0.2143441	2.849121	0.5492943	-0.2097109	2.687348	0.1621258	-0.4147199	2.811641	0.4653395	-0.06308752	2.64089	0.171007	-0.4818231	2.80023	0.4527662	-0.03984838	2.685971	0.4265563	0.1768399	2.72595	0.389659	0.06034686	2.772839	0.3875714	-0.01297902	2.77993	0.3805909	-0.2364383	2.7912	0.1552183	-0.5407664	2.769074	0.4188837	0.03830569	2.652272	0.2196614	-0.4610162	2.756905	0.5123147	-0.01051002	2.715156	0.8286893	0.008016853	0.5495947	-0.105619	0.4415394	0.255409	0.2875309	0.8106388	Tracked	Inferred
